513	3	https://laveille.ai/actualites/perplexity-le-mode-incognito-est-une-arnaque-vos-recherches-devoilees
23	0	https://laveille.ai/actualites/securite-iphone-comment-verifier-si-votre-smartphone-apple-est-pirate
21	0	https://laveille.ai/actualites/pourquoi-meta-pourrait-recevoir-la-plus-grosse-amende-de-lhistoire-1400-milliards-de-dollars
20	2	https://laveille.ai/actualites/klue-victime-dune-cyberattaque-en-quoi-ce-piratage-vous-menace-t-il
19	2	https://laveille.ai/actualites/baidus-unlimited-ocr-processes-dozens-of-document-pages-in-one-pass-by-treating-memory-like-human-forgetting
18	2	https://laveille.ai/actualites/paritel-integre-lia-dans-ses-processus-de-formation-a-destination-des-commerciaux
17	1	https://laveille.ai/actualites/openai-accuse-anthropic-de-gonfler-son-chiffre-daffaires-cafetech
16	0	https://laveille.ai/actualites/openai-soutient-un-projet-de-loi-de-lillinois-visant-a-proteger-les-entreprises-dia-contre-les-poursuites-pour-prejudice-frqzcom
15	0	https://laveille.ai/actualites/au-tour-de-zara-detre-pirate-le-groupe-inditex-stradivarius-oysho-pullampbear-annonce-un-acces-non-autorise
14	5	https://laveille.ai/actualites/jai-teste-le-robot-aspirateur-mova-s70-ultra-roller-une-efficacite-exceptionnelle
14	1	https://laveille.ai/actualites/claude-max-un-abonne-accuse-anthropic-de-lavoir-trompe-la-justice-sen-mele
13	1	https://laveille.ai/actualites/mistral-ceo-mensch-says-proprietary-ai-models-give-labs-a-front-row-seat-to-your-business-processes
11	1	https://laveille.ai/actualites/cette-nouvelle-arnaque-wero-fait-des-ravages-sur-les-ventes-entre-particuliers
10	1	https://laveille.ai/actualites/litellm-rompt-avec-delve-apres-un-piratage-majeur
9	1	https://laveille.ai/actualites/les-reponses-ia-de-google-se-trompent-encore-trop-souvent-selon-une-enquete-du-new-york-times
9	0	https://www.laveille.ai/actualites/sms-blaster-ils-ont-invente-la-machine-a-pirater-ultime-la-police-nen-revient-pas
8	0	https://laveille.ai/actualites/premiere-diffusion-dune-chanson-ia-a-la-radio-les-auditeurs-crient-au-scandale
8	0	https://laveille.ai/actualites/openai-reveals-its-first-ai-processor-jalapeno
7	0	https://www.laveille.ai/actualites/ia-les-alternatives-aux-llm-pour-la-performance-des-processus
7	0	https://laveille.ai/actualites/une-decision-de-la-justice-americaine-fragilise-la-protection-des-donnees-personnelles-des-europeens
6	0	https://laveille.ai/actualites/disneyland-attaque-en-justice-pour-avoir-scanne-ses-visiteurs-a-leur-insu
5	0	https://laveille.ai/actualites/un-tribunal-allemand-estime-que-google-est-responsable-des-erreurs-de-ses-reponses-generees-par-ia
5	0	https://laveille.ai/actualites/lia-de-google-laccuse-de-crimes-sexuels-ashley-macisaac-contre-attaque
5	0	https://laveille.ai/actualites/apple-tire-la-sonnette-dalarme-une-nouvelle-arnaque-via-facetime-menace-des-millions-dutilisateurs
4	0	https://www.laveille.ai/actualites/trump-mobile-laisse-fuiter-les-donnees-de-ses-clients-et-accuse-un-prestataire-tiers
4	0	https://laveille.ai/actualites/harcelee-par-son-ex-elle-accuse-chatgpt-davoir-renforce-les-delires-de-son-ex-conjoint-un-proces-vise-openai-science-et-vie
4	0	https://laveille.ai/actualites/face-a-la-multiplication-des-arnaques-financieres-des-associations-attaquent-meta-tiktok-et-google
4	0	https://laveille.ai/actualites/beijing-brands-metas-manus-acquisition-as-conspiratorial-and-bars-founders-from-leaving-china
3	1	https://laveille.ai/actualites/oracle-investit-massivement-en-ia-avec-des-milliers-de-licenciements
3	0	https://www.laveille.ai/actualites/nvidia-prepare-ses-processeurs-pour-pc-windows-et-intel-peut-sinquieter
3	0	https://laveille.ai/actualites/un-sms-et-le-piege-se-referme-cest-quoi-cette-nouvelle-arnaque-wero-qui-fait-un-carnage-en-france
3	0	https://laveille.ai/actualites/un-moteur-de-recherche-donne-acces-a-des-donnees-personnelles-volees-le-gouvernement-saisit-la-justice
3	0	https://laveille.ai/actualites/the-ai-justice-gap-solution-is-slowly-turning-into-an-existential-paperwork-nightmare-for-us-federal-courts
3	0	https://laveille.ai/actualites/puces-ia-huawei-profite-du-retrait-de-nvidia-pour-conquerir-le-marche-chinois-mais-reste-a-la-traine
3	0	https://laveille.ai/actualites/meta-aurait-cree-de-faux-ados-pour-tester-des-chatbots-dia-ce-que-revele-une-enquete
3	0	https://laveille.ai/actualites/licencier-un-salarie-pour-le-remplacer-par-une-ia-est-desormais-illegal-en-chine
3	0	https://laveille.ai/actualites/label4ai-lance-sa-commercialisation-pour-lutter-contre-la-fraude-a-lia
3	0	https://laveille.ai/actualites/google-va-sanctionner-les-sites-qui-piegent-les-internautes-via-le-bouton-retour
3	0	https://laveille.ai/actualites/arnaque-au-faux-colis-pourquoi-ce-message-vocal-peut-il-vous-faire-tomber-dans-le-piege
2	0	https://laveille.ai/actualites/x-vise-par-une-enquete-penale-en-france-pour-de-possibles-manipulations-de-son-algorithme
2	0	https://laveille.ai/actualites/vous-cherchez-un-medicament-sur-google-cette-arnaque-explose-en-france
2	0	https://laveille.ai/actualites/une-etude-mondiale-revele-lampleur-des-arnaques-qui-ciblent-les-smartphones
2	0	https://laveille.ai/actualites/un-simple-allo-suffit-cest-quoi-larnaque-au-clonage-de-voix-qui-met-vos-proches-en-danger
2	0	https://laveille.ai/actualites/snap-licencie-1000-salaries-lia-comme-nouveau-moteur-de-lefficacite-operationnelle
2	0	https://laveille.ai/actualites/produits-faits-main-et-creatrices-en-larmes-cette-nouvelle-arnaque-a-lia-manipule-vos-emotions
2	0	https://laveille.ai/actualites/epson-va-affronter-le-premier-proces-francais-pour-obsolescence-programmee
2	0	https://laveille.ai/actualites/cest-la-fin-le-fbi-neutralise-lun-des-plus-gros-reseaux-darnaque-au-monde
2	0	https://laveille.ai/actualites/burn-out-licenciements-lia-est-elle-en-train-de-deraper-pmech
2	0	https://laveille.ai/actualites/advances-in-natural-language-processing-are-changing-professional-networking
1	1	https://www.laveille.ai/actualites/la-maison-blanche-accuse-la-chine-de-piller-les-ia-americaines
1	1	https://www.laveille.ai/actualites/gpt-55-openai-offre-25-000-a-ceux-qui-reussiront-a-le-pirater
1	0	https://www.laveille.ai/actualites/oracle-licencie-jusqua-30-000-personnes-par-mail-pour-financer-son-pari-ia-a-500-milliards
1	0	https://www.laveille.ai/actualites/le-patron-du-new-york-times-accuse-les-geants-de-lia-de-piller-les-medias
1	0	https://www.laveille.ai/actualites/i-am-begging-ai-companies-to-stop-naming-features-after-human-processes
1	0	https://laveille.ai/actualites/xai-elon-musk-poursuivi-en-justice-pour-ses-turbines-a-gaz-alors-il-en-rajoute
1	0	https://laveille.ai/actualites/wordpress-des-milliers-de-sites-exposes-apres-le-piratage-de-plugins-populaires
1	0	https://laveille.ai/actualites/sur-x-les-comptes-accuses-de-clickbait-vont-toucher-beaucoup-moins-dargent
1	0	https://laveille.ai/actualites/scandale-dans-lia-les-etats-unis-denoncent-un-vol-a-grande-echelle-orchestre-depuis-la-chine
1	0	https://laveille.ai/actualites/produits-illegaux-lunion-europeenne-frappe-temu-au-portefeuille-avec-une-amende-de-200-millions-deuros
1	0	https://laveille.ai/actualites/piratage-de-canvas-le-chaos-frappe-les-etudiants-en-pleins-examens
1	0	https://laveille.ai/actualites/piratage-confirme-si-vous-avez-installe-ce-celebre-logiciel-de-telechargement-entre-le-6-et-le-7-mai-vous-etes-une-victime-potentielle
1	0	https://laveille.ai/actualites/openai-dans-la-m-un-nouveau-proces-pour-mort-injustifiee-vise-chatgpt
1	0	https://laveille.ai/actualites/mondial-relay-attention-cette-nouvelle-arnaque-redoutable-au-colis-debarque-en-france
1	0	https://laveille.ai/actualites/meta-tombe-au-tribunal-cet-avocat-a-degaine-une-arme-inattendue
1	0	https://laveille.ai/actualites/meta-prepare-une-vague-de-licenciements-massive-des-mai-jusqua-16-000-postes-menaces
1	0	https://laveille.ai/actualites/meta-accusee-davoir-pirate-des-millions-de-livres-pour-entrainer-son-ia
1	0	https://laveille.ai/actualites/malgre-les-sanctions-imposees-a-anthropic-par-la-maison-blanche-la-nsa-utilise-mythos-le-puissant-modele-dia-de-la-start-up-pourrait-ebranler-durablement-la-cybersecurite-mondiale-bfm
1	0	https://laveille.ai/actualites/letrange-revelation-sur-le-retrait-de-claude-fable-5-anthropic-aurait-ete-denonce-par-son-propre-actionnaire
1	0	https://laveille.ai/actualites/letat-francais-confirme-le-piratage-de-sa-messagerie-securisee-tchap-voici-les-donnees-qui-ont-ete-volees
1	0	https://laveille.ai/actualites/le-fbi-alerte-sur-une-arnaque-qui-vole-vos-sauvegardes-signal-comment-vous-proteger
1	0	https://laveille.ai/actualites/la-maison-blanche-accuse-la-chine-de-piller-les-ia-americaines
